-2.733631,1.261016,4.621207,1.810642,-1.643036,-1.686872,-0.066522,1.364416,-4.494389,-0.879558,4.228864,-3.748809,2.136520
-2.738729,1.240685,4.605753,1.783618,-1.639476,-1.691608,-0.063288,1.382496,-4.491256,-0.890951,4.214197,-3.775402,2.158054
-2.709658,1.227723,4.611701,1.780720,-1.658182,-1.711249,-0.047169,1.372597,-4.503899,-0.884633,4.223433,-3.770092,2.147192
-2.698842,1.254302,4.610146,1.793117,-1.651905,-1.693057,-0.035241,1.381296,-4.517181,-0.889629,4.222445,-3.758234,2.146692
-2.691890,1.256949,4.586124,1.808863,-1.674900,-1.691297,-0.047398,1.384624,-4.535558,-0.887292,4.229473,-3.776625,2.149986
-2.691890,1.256949,4.586124,1.808863,-1.674900,-1.691297,-0.047398,1.384624,-4.535558,-0.887292,4.229473,-3.776625,2.149986
-2.676498,1.260845,4.582601,1.807483,-1.684841,-1.675937,-0.049534,1.381288,-4.535385,-0.880083,4.224254,-3.779040,2.157703
-2.690750,1.257457,4.573886,1.797178,-1.709616,-1.667264,-0.056038,1.376160,-4.531392,-0.879272,4.196953,-3.746274,2.142084
-2.680471,1.263428,4.561616,1.822012,-1.706664,-1.663342,-0.065636,1.363792,-4.538772,-0.872645,4.179756,-3.779037,2.164108
-2.680471,1.263428,4.561616,1.822012,-1.706664,-1.663342,-0.065636,1.363792,-4.538772,-0.872645,4.179756,-3.779037,2.164108
-2.694039,1.278698,4.560046,1.823323,-1.710263,-1.689081,-0.075188,1.374149,-4.513449,-0.874924,4.176080,-3.781289,2.162293
-2.675373,1.264195,4.560606,1.822559,-1.746188,-1.686260,-0.086917,1.372648,-4.541774,-0.876736,4.179697,-3.767324,2.152007
-2.686212,1.272808,4.548502,1.809732,-1.741055,-1.690543,-0.072755,1.391778,-4.561319,-0.887856,4.167606,-3.775309,2.143794
-2.656363,1.278674,4.561184,1.843270,-1.731642,-1.694514,-0.102180,1.392398,-4.581533,-0.884695,4.152486,-3.783836,2.136915
-2.656363,1.278674,4.561184,1.843270,-1.731642,-1.694514,-0.102180,1.392398,-4.581533,-0.884695,4.152486,-3.783836,2.136915
-2.656363,1.278674,4.561184,1.843270,-1.731642,-1.694514,-0.102180,1.392398,-4.581533,-0.884695,4.152486,-3.783836,2.136915
-2.682475,1.276617,4.563039,1.829653,-1.743201,-1.711506,-0.083082,1.402777,-4.594454,-0.886345,4.166149,-3.789664,2.145337
-2.699670,1.274061,4.571544,1.827008,-1.731610,-1.698700,-0.095291,1.387857,-4.581194,-0.881923,4.148214,-3.770479,2.144093
-2.700707,1.276921,4.587068,1.826195,-1.721123,-1.663111,-0.078077,1.367405,-4.583506,-0.875125,4.146261,-3.770607,2.162439
-2.700707,1.276921,4.587068,1.826195,-1.721123,-1.663111,-0.078077,1.367405,-4.583506,-0.875125,4.146261,-3.770607,2.162439
-2.703290,1.256053,4.568853,1.806329,-1.742646,-1.675881,-0.101954,1.362314,-4.580087,-0.876584,4.114794,-3.763303,2.161860
-2.704029,1.261566,4.575150,1.814860,-1.740738,-1.689802,-0.099232,1.363271,-4.586289,-0.871495,4.091422,-3.758749,2.153768
-2.708593,1.274601,4.586073,1.825853,-1.736997,-1.698971,-0.083670,1.354911,-4.571117,-0.867612,4.097994,-3.752378,2.162557
-2.708593,1.274601,4.586073,1.825853,-1.736997,-1.698971,-0.083670,1.354911,-4.571117,-0.867612,4.097994,-3.752378,2.162557
-2.722172,1.251967,4.581274,1.805400,-1.741095,-1.672186,-0.105277,1.365238,-4.587902,-0.877468,4.087362,-3.791269,2.164052
-2.722172,1.251967,4.581274,1.805400,-1.741095,-1.672186,-0.105277,1.365238,-4.587902,-0.877468,4.087362,-3.791269,2.164052
